FILENAME MJD-HELIO FILTER DATE-OBS FWHM RAJ2000 DECJ2000 xpix ypix flag flag_p flux_peak flux mag mag_err 
 ./astrometry/Mrk817-0003_cnt_cal_wcs.fit 60239.75411515497 HaContinuum 2023-10-22T18:06:11 3.0 219.0920671547459 58.79427574728573 1003.5208587592658 931.034403463293 0 0 1485.6737060546875 54495.86300796784 -11.840908836379418 0.006622427820141257 
 ./astrometry/Mrk817-0001_cnt_cal_wcs.fit 60239.72294561239 HaContinuum 2023-10-22T17:21:18 3.0 219.0921310255324 58.79433156033595 1039.374252650715 955.7090015048849 0 0 1626.0283203125 57894.19560569839 -11.906587560321242 0.006232617161965173 
 ./astrometry/Mrk817-0001_V_cal_wcs.fit 60239.71903345827 V 2023-10-22T17:17:25 3.0 219.09211537072883 58.79434325822151 1036.9858494705359 954.8628820658563 0 0 10528.3447265625 393877.51751381985 -13.988402980086152 0.002503674660503525 
 ./astrometry/Mrk817-0002_Ha_cal_wcs.fit 60239.74192760885 Ha 2023-10-22T17:49:08 3.0 219.09210071400105 58.794321825721326 1053.6873438920534 949.699918288291 0 0 1317.62109375 54346.39654250749 -11.837926883310324 0.006609008922199225 
 ./astrometry/Mrk817-0002_V_cal_wcs.fit 60239.73467093008 V 2023-10-22T17:39:56 3.0 219.09209741742617 58.794345748225346 1051.4206410162676 995.9678420970032 0 0 9867.876953125 382139.45273987023 -13.955554693296614 0.002589787016631911 
 ./astrometry/Mrk817-0003_R_cal_wcs.fit 60239.75161575107 R 2023-10-22T18:04:20 3.0 219.092051399101 58.79433530269705 1043.5249452595049 987.5287480814422 0 0 15128.271484375 575120.3699320966 -14.39939687488215 0.00223954562703777 
 ./astrometry/Mrk817-0003_Ha_cal_wcs.fit 60239.757553261705 Ha 2023-10-22T18:11:38 3.0 219.09219497823244 58.794298374683684 1043.9247422148094 976.2941853924555 0 0 1635.3797607421875 53712.191757483575 -11.825182185945255 0.006646280601975653 
 ./astrometry/Mrk817-0002_B_cal_wcs.fit 60239.73281843169 B 2023-10-22T17:36:31 3.0 219.09213879998217 58.79432256982422 1016.7078002310298 944.2217762981596 0 0 9489.1005859375 346808.97945183277 -13.850225833860891 0.0025945937943531914 
 ./astrometry/Mrk817-0002_R_cal_wcs.fit 60239.735955144744 R 2023-10-22T17:41:47 3.0 219.09200129369017 58.79435115854019 1050.4107680185757 941.5598311319317 0 0 18402.017578125 608521.1192405834 -14.460689138463216 0.0021198523053205126 
 ./astrometry/Mrk817-0002_SII_cal_wcs.fit 60239.745341878384 SII 2023-10-22T17:53:33 3.0 219.03517745433916 58.80624735195688 198.08146211428235 391.02726184764634 0 1 1365.5963134765625 2459.531716822041 -8.477131068409326 0.09817294304238988 
 ./astrometry/Mrk817-0001_Ha_cal_wcs.fit 60239.72638353659 Ha 2023-10-22T17:26:45 3.0 219.09212068710445 58.794316077091466 993.3069100956552 997.6209384386578 0 0 1793.703369140625 56983.3781946632 -11.889370480800745 0.006248245696914269 
 ./astrometry/Mrk817-0001_B_cal_wcs.fit 60239.71718172217 B 2023-10-22T17:14:00 3.0 219.09212093173167 58.79430489630782 1007.4102492604624 974.1147089129365 0 0 8040.46142578125 354622.40152238414 -13.874415416362085 0.0024422768810040706 
 ./astrometry/Mrk817-0001_SII_cal_wcs.fit 60239.729798045475 SII 2023-10-22T17:31:10 3.0 219.09210065639905 58.794331191482975 997.9650205535804 1003.2657201504816 0 0 5072.01416015625 159227.04518503143 -13.005042089676461 0.0031573375209301446 
 ./astrometry/Mrk817-0003_V_cal_wcs.fit 60239.75026101479 V 2023-10-22T18:02:23 3.0 219.09206570699106 58.79432412284159 1036.4250903521513 936.8326969565644 0 0 8560.2900390625 358059.2836203582 -13.884887346062564 0.00277989904682641 
 ./astrometry/Mrk817-0003_B_cal_wcs.fit 60239.748397519346 B 2023-10-22T17:58:57 3.0 219.09221055316968 58.79430974419381 1030.2034760629049 931.357247388101 0 0 7187.1533203125 315720.029702881 -13.748255337479183 0.0027999593585792204 
 ./astrometry/Mrk817-0002_cnt_cal_wcs.fit 60239.73851350136 HaContinuum 2023-10-22T17:43:43 3.0 219.092218652568 58.79428539033237 989.8680032595478 999.7025655239637 0 0 1595.332275390625 57061.00549905541 -11.8908485507441 0.00644105142424959 
 ./astrometry/Mrk817-0003_SII_cal_wcs.fit 60239.760967673734 SII 2023-10-22T18:16:03 3.0 219.09214424115385 58.79425569480031 1017.3855082789095 974.2242958868612 0 0 4062.61181640625 150742.56482121063 -12.945589750840531 0.003272895545682404 
 ./astrometry/Mrk817-0001_R_cal_wcs.fit 60239.72038819967 R 2023-10-22T17:19:22 3.0 219.09193176635517 58.79435339436628 1007.8890826584524 1012.4675854824304 0 0 18994.287109375 615743.2457737383 -14.473499141658351 0.0020703356225313476 
 
